"year","state_abbr","state","proposed_sales_tax_change","proposed_income_tax_change","proposed_business_tax_change","proposed_cigarette_tax_change","proposed_motor_fuel_tax_change","proposed_other_tax_change","proposed_fee_change","total_proposed_change"
2005,"ID","Idaho",0,0,0,0,0,0,0,0
2005,"IL","Illinois",98,0,223,0,0,31,57,483
2005,"IN","Indiana",0,0,0,0,0,0,0,0
2005,"IA","Iowa",144.9,0,0,108,0,0,0.2,253.1
2005,"KS","Kansas",61.1,97.5,0,0,0,0,0,158.6
2005,"KY","Kentucky",0,0,0,0,0,0,0,0
2005,"LA","Louisiana",160,0,0,0,0,0,0,160
2005,"ME","Maine",0,0,0,0,0,0,10.1,10.1
2005,"MD","Maryland",0,0,0,0,0,0,40.5,40.5
2005,"MA","Massachusettes",23,0,47,0,0,0,17,87
2005,"MI","Michigan",0,0,0,295.1,0,94.4,1.6,391.1
2005,"MN","Minnesota",12.8,0,-0.6,0,0,0,10.6,22.8
2005,"MS","Mississippi",0,0,0,0,0,0,0,0
2005,"MO","Missouri",0,11.9,48.8,222.4,0,24.5,58.1,365.7
2005,"MY","Montana",0,-15.8,0,0,0,0,0,-15.8
2005,"NE","Nebraska",0,0,0,0,0,0,0,0
2005,"NV","Nevada",5.8,0,0,72.9,16.4,345.5,23.7,464.3
2005,"NH","NewHampshire",0,0,0,0,0,0,0,0
2005,"NJ","NewJersey",5,0,0,135,0,152,232,524
2005,"NM","NewMexico",0,0,0,0,0,37,0,37
2005,"NY","NewYork",441,-6.6,33,0,0,0,578.3,1045.7
2005,"NC","NorthCarolina",0,0,0,0,0,0,0,0
2005,"ND","NorthDakota",0,0,0,0,0,0,0,0
2005,"OH","Ohio",0,0,0,0,0,0,0,0
2005,"OK","Oklahoma",-53.7,-18.8,0,175.8,0,0,23.5,126.8
2005,"OR","Oregon",0,0,0,0,0,0,0,0
2005,"PA","Pennsylvania",-72.8,-13.9,0,0,0,-91.3,70,-108
2005,"RI","RhodeIsland",2.4,3.9,7.6,37.9,0,0,2.8,54.6
2005,"SC","SouthCarolina",0,0,0,0,0,0,0,0
2005,"SD","SouthDakota",0,0,0,0,0,0,0,0
2005,"TN","Tennessee",0,0,0,0,0,0,0,0
2005,"TX","Texas",0,0,0,0,0,0,21.1,21.1
2005,"UT","Utah",0,0,0,0,0,4.2,1.7,5.9
2005,"VT","Vermont",0,0,0,0,0,0,2,2
2005,"VA","Virginia",625.9,-71.4,35.4,146.5,0,-50.9,0,685.5
2005,"WA","Washington",0,0,0,0,0,0,0,0
2005,"WV","WestVirginia",0,0,0,37.1,0,0,0,37.1
2005,"WI","Wisconsin",0,-5.7,0,0,0,0,0,-5.7
2005,"WY","Wyoming",0,0,0,0,0,0,0,0
2006,"AL","Alabama",0,0,0,0,0,0,0,0
2006,"AK","Alaska",0,0,0,0,0,0,0,0
2006,"AZ","Arizona",0,0,0,0,0,0,0,0
2006,"AR","Arkansas",0,-48.2,-5.6,0,0,0,0,-53.8
2006,"CA","California",0,0,0,0,0,0,0,0
2006,"CO","Colorado",0,0,0,0,0,0,0,0
2006,"CT","Connecticut",7.5,3,74.5,112.9,7.4,139.2,0,344.5
2006,"DE","Delaware",0,0,0,0,0,0,0,0
2006,"FL","Florida",-92.6,0,0,0,-32.4,-235,0,-360
2006,"GA","Georgia",0,0,0,0,0,0,0,0
2006,"HI","Hawaii",0,0,0,0,0,0,0,0
2006,"ID","Idaho",-170,0,0,0,0,0,0,-170
2006,"IL","Illinois",65,0,18,155,0,74,0,312
2006,"IN","Indiana",-22.5,290,0,0,0,0,0,267.5
2006,"IA","Iowa",0,0,25,129.9,0,0,0,154.9
2006,"KS","Kansas",0,0,0,0,0,0,0,0
2006,"KY","Kentucky",0,0,0,0,0,0,0,0
2006,"LA","Louisiana",0,0,0,0,0,0,0,0
2006,"ME","Maine",3,0,0,0,0,0,2,5
2006,"MD","Maryland",0,0,0,0,0,0,12.5,12.5
2006,"MA","Massachusettes",0,-225,0,0,0,0,0,-225
2006,"MI","Michigan",84.8,5,0,0,0,98.4,13,201.2
2006,"MN","Minnesota",1.6,-3.3,-1,0,0,-0.3,234.8,231.8
2006,"MS","Mississippi",0,0,0,0,0,0,0,0
2006,"MO","Missouri",0,0,0,0,0,0,0,0
2006,"MY","Montana",0,0,0,0,0,-2.5,0,-2.5
2006,"NE","Nebraska",0,0,0,0,0,0,0,0
2006,"NV","Nevada",0,0,0,0,0,0,0,0
2006,"NH","NewHampshire",0,0,0,43.5,0,0,0,43.5
2006,"NJ","NewJersey",365,130,50,0,0,200,0,745
2006,"NM","NewMexico",-6.7,-9.4,0,0,0,0,0,-16.1
2006,"NY","NewYork",452.7,-192.5,11,0,37.7,68,373.1,750
2006,"NC","NorthCarolina",106.2,0,0,171.4,0,30.7,0,308.3
2006,"ND","NorthDakota",0,0,0,0,0,0,9.8,9.8
2006,"OH","Ohio",-719,-306,123,370,50,200,0,-282
2006,"OK","Oklahoma",0,0,0,0,0,0,0,0
2006,"OR","Oregon",0,0,0,0,0,0,0,0
2006,"PA","Pennsylvania",-2.8,0,-132.8,0,0,-10,0,-145.6
2006,"RI","RhodeIsland",0,0,0,0,0,4.6,5.8,10.4
2006,"SC","SouthCarolina",0,-7,0,0,0,0,0,-7
2006,"SD","SouthDakota",0,0,0,0,0,0,0,0
2006,"TN","Tennessee",0,0,0,0,0,0,0,0
2006,"TX","Texas",0,0,0,0,0,0,0,0
2006,"UT","Utah",0,0,0,0,0,0,0,0
2006,"VT","Vermont",0,0,0,0,0,25.2,1.7,26.9
2006,"VA","Virginia",-99.1,0,-9.4,0,0,0,0,-108.5
2006,"WA","Washington",148.1,0,0,0,95.1,10.9,0,254.1
2006,"WV","WestVirginia",0,2,2,0,0,6,0,10
2006,"WI","Wisconsin",-1.8,-4.9,0,0,0,0,101.4,94.7
2006,"WY","Wyoming",0,0,0,0,0,0,0,0
2007,"AL","Alabama",-3.5,-28,0,0,0,0,0,-31.5
2007,"AK","Alaska",0,0,0,0,0,430.3,0,430.3
2007,"AZ","Arizona",-25,-35,-20,0,0,-20,0,-100
2007,"AR","Arkansas",0,0,0,0,0,0,0,0
2007,"CA","California",35,202,0,0,0,0,0,237
2007,"CO","Colorado",0,0,0,0,0,0,0,0
2007,"CT","Connecticut",0,0,43.7,0,0,79,0,122.7
2007,"DE","Delaware",0,0,0,0,0,0,0,0
2007,"FL","Florida",-140.7,0,0,0,0,-175.9,0,-316.6
2007,"GA","Georgia",-20,-87.8,0,0,0,0,0,-182.8
2007,"HI","Hawaii",0,-295.6,9,0,0,0,0,-286.6
2007,"ID","Idaho",-7.3,4,3,0,0,0,0,-0.3
2007,"IL","Illinois",0,-90,10,0,0,0,0,-11
2007,"IN","Indiana",-8,-1.4,32.4,0,0,0,21.4,44.4
2007,"IA","Iowa",0,0,25,129.9,7.4,0,14.6,176.9
2007,"KS","Kansas",0,0,0,0,0,0,0,0
2007,"KY","Kentucky",0,0,-3.2,0,0,0,0,-3.2
2007,"LA","Louisiana",0,0,0,0,0,0,0,0
2007,"ME","Maine",0,0,0,0,0,0,0,0
2007,"MD","Maryland",0,-13.3,0,0,0,-14,0,-27.3
2007,"MA","Massachusettes",0,-132,0,0,0,0,0,-132
2007,"MI","Michigan",42.9,3.8,45.9,0,0,13.6,23,129.2
2007,"MN","Minnesota",0,-38.6,-3.6,0,0,0,8.7,-33.5
2007,"MS","Mississippi",0,0,0,0,0,0,0,0
2007,"MO","Missouri",0,0,0,0,0,0,0,0
2007,"MY","Montana",0,0,0,0,0,0,0,0
2007,"NE","Nebraska",-16.1,-63.2,0,0,0,0,0,-79.3
2007,"NV","Nevada",0,0,0,0,0,0,0,0
2007,"NH","NewHampshire",0,0,0,0,0,0,0,0
2007,"NJ","NewJersey",1333,-105,60,80,12,29,0,1426
2007,"NM","NewMexico",-8.3,-0.7,-1.8,0,0,0,0,-10.8
2007,"NY","NewYork",-40,-728,-77,308,0,0,88.7,-448.3
2007,"NC","NorthCarolina",-203.7,-3,0,0,0,-23.6,0,-230.3
2007,"ND","NorthDakota",0,0,0,0,0,0,0,0
2007,"OH","Ohio",0,0,0,0,0,0,0,0
2007,"OK","Oklahoma",0,-13.9,0,0,0,-5.4,0,-19.3
2007,"OR","Oregon",0,0,0,0,0,0,0,0
2007,"PA","Pennsylvania",0,0,0,0,0,-35.6,0,-35.6
2007,"RI","RhodeIsland",-1,0,0,0,0,0,1.5,0.5
2007,"SC","SouthCarolina",0,0,0,0,0,0,0,0
2007,"SD","SouthDakota",0,0,0,0,0,0,0,0
2007,"TN","Tennessee",-11,0,0,0,0,0,0,-11
2007,"TX","Texas",0,0,0,0,0,0,0,0
2007,"UT","Utah",-167,0,0,0,0,0,8.1,-158.9
2007,"VT","Vermont",0,0,0,0,0,0,1.1,1.1
2007,"VA","Virginia",380.7,0,0,0,0,250.1,147.4,778.2
2007,"WA","Washington",-2.9,0,0,0,0,44.1,0,41.2
2007,"WV","WestVirginia",0,0,0,0,0,0,0,0
2007,"WI","Wisconsin",0,0,0,0,0,0,0,0
2007,"WY","Wyoming",-51.6,0,0,0,0,0,0,-51.6
2008,"AL","Alabama",-12,-34.5,-6.8,0,0,0,0,-53.3
2008,"AK","Alaska",0,0,0,0,0,0,-1.4,-1.4
2008,"AZ","Arizona",0,0,0,0,0,0,0,0
2008,"AR","Arkansas",-179.9,-14.7,0,0,0,-26.9,0,-197.8
2008,"CA","California",35,165,0,0,0,0,0,200
2008,"CO","Colorado",0,0,0,0,0,0,7.4,7.4
2008,"CT","Connecticut",-35,717.5,20.2,81.5,0,-21.3,4.3,767.2
2008,"DE","Delaware",0,0,0,42,0,0,34.3,99.7
2008,"FL","Florida",-88.2,0,-82.4,0,0,0,0,-170.6
2008,"GA","Georgia",-1.5,-94.2,0,0,0,0,0,-95.7
2008,"HI","Hawaii",-71.9,-156.7,0,0,0,14,0,-214.6
2008,"ID","Idaho",0,-22,0,0,0,0,0,-22
2008,"IL","Illinois",5,27,2626,0,0,178,0,2836
2008,"IN","Indiana",0,-5.8,0,0,0,0,0,-5.8
2008,"IA","Iowa",0,-6.3,25,138.4,0,0,1.5,158.6
2008,"KS","Kansas",0,0,-5.8,0,0,-7,0,-12.8
2008,"KY","Kentucky",0,0,-38.3,0,0,-14.3,0,-52.6
2008,"LA","Louisiana",0,-28.1,-28.1,0,0,0,0,-56.2
2008,"ME","Maine",2.4,-3.1,9.7,66,0,0,0,75
2008,"MD","Maryland",0,0,0,0,0,0,0,0
2008,"MA","Massachusettes",0,0,0,0,0,0,0,0
2008,"MI","Michigan",-100.8,3.9,1086,57.6,27,1630.1,112.4,2816.2
2008,"MN","Minnesota",-12.5,-36.6,-8.6,0,0,20.9,11.6,-25.2
2008,"MS","Mississippi",0,0,0,0,0,0,0,0
2008,"MO","Missouri",0,-102.7,0,0,0,-14,0,-116.7
2008,"MY","Montana",0,0,7.5,0,0,-2.5,0,5
2008,"NE","Nebraska",-5.7,-227.4,0,0,0,-9.7,0,-242.8
2008,"NV","Nevada",-20,0,0,0,0,0,0,-20
2008,"NH","NewHampshire",0,0,0,48.5,0,0,0,48.5
2008,"NJ","NewJersey",0,-64,-275,0,0,0,0,-339
2008,"NM","NewMexico",-10.3,-102.6,0,0,0,0,0,-112.9
2008,"NY","NewYork",16,-1179,398,0,15,0,66.6,-683.4
2008,"NC","NorthCarolina",0,-49.2,-35.8,0,0,0,0,-85
2008,"ND","NorthDakota",0,0,0,0,0,0,0,0
2008,"OH","Ohio",0,-1429.7,4.2,0,0,-128.5,0,-1554
2008,"OK","Oklahoma",0,0,0,0,0,0,0,0
2008,"OR","Oregon",0,0,42.3,72.7,0,0,5,120
2008,"PA","Pennsylvania",826,0,0,77.5,0,-1.4,9.2,911.3
2008,"RI","RhodeIsland",0,0,0,0,0,7.4,24,31.4
2008,"SC","SouthCarolina",0,-205.2,0,107.3,0,0,0,-97.9
2008,"SD","SouthDakota",0,0,0,41.8,0,0,0,41.8
2008,"TN","Tennessee",7.7,0,0,211.9,0,0,0,219.6
2008,"TX","Texas",0,0,0,0,0,0,0,0
2008,"UT","Utah",0,-100,0,0,0,0,34.5,-65.5
2008,"VT","Vermont",0,0,0,0,0,0,2.6,2.6
2008,"VA","Virginia",0,-13.8,0,0,0,0,0,-13.8
2008,"WA","Washington",0,0,0,0,0,0,0,0
2008,"WV","WestVirginia",-12.6,0,0,0,0,0,0,33.2
2008,"WI","Wisconsin",-10.3,-55.5,-37.1,275.7,0,179.3,0,352.1
2008,"WY","Wyoming",0,0,0,0,0,0,0,0
2009,"AL","Alabama",0,-17.4,-6.7,0,0,40,0,15.9
2009,"AK","Alaska",0,0,0,0,0,-1.8,-2.5,-4.3
2009,"AZ","Arizona",0,0,0,0,0,0,0,0
2009,"AR","Arkansas",-10.3,0,0,0,0,0,0,-10.3
2009,"CA","California",21,0,0,0,0,0,0,21
2009,"CO","Colorado",0,0,0,0,0,0,0,0
2009,"CT","Connecticut",-23,0,-35,0,0,0,0,-58
2009,"DE","Delaware",0,0,0,0,0,0,0,0
2009,"FL","Florida",-28.7,0,-11.5,0,0,0,0,-40.2
2009,"GA","Georgia",0,0,0,0,0,0,0,0
2009,"HI","Hawaii",0,-17,0,0,0,0,0,-17
2009,"ID","Idaho",0,-23.8,0,0,0,0,0,-23.8
2009,"IL","Illinois",0,0,0,0,0,0,0,0
2009,"IN","Indiana",928,0,0,0,0,-1708,0,-780
2009,"IA","Iowa",0,0,75,0,0,0,34.7,109.7
2009,"KS","Kansas",0,0,0,0,0,0,0,0
2009,"KY","Kentucky",0,0,0,0,0,0,0,0
2009,"LA","Louisiana",-69,-10,0,0,0,0,0,-79
2009,"ME","Maine",0,0,0,0,0,0,0,0
2009,"MD","Maryland",371.9,162.1,82.9,179,0,0,0,795.9
2009,"MA","Massachusettes",0,0,0,0,0,0,0,0
2009,"MI","Michigan",0,0,-34.8,0,0,0,0,-34.8
2009,"MN","Minnesota",-77.3,11,99.2,0,0,1.5,27,61.4
2009,"MS","Mississippi",0,0,0,0,0,0,0,0
2009,"MO","Missouri",-1.1,-36.3,0,0,0,0,0,-37.4
2009,"MY","Montana",0,0,0,0,0,0,0,0
2009,"NE","Nebraska",0,0,0,0,0,0,0,0
2009,"NV","Nevada",0,0,0,0,0,0,0,0
2009,"NH","NewHampshire",0,0,0,0,0,0,0,0
2009,"NJ","NewJersey",-60,0,0,0,0,0,0,-60
2009,"NM","NewMexico",-0.7,-0.9,-0.8,0,0,0,0,-2.4
2009,"NY","NewYork",80.8,374,458,3.6,15,20.7,0,952.1
2009,"NC","NorthCarolina",-1.5,0,0,99,66,0,1,164.5
2009,"ND","NorthDakota",0,0,0,0,0,0,0,0
2009,"OH","Ohio",0,0,0,0,0,0,0,0
2009,"OK","Oklahoma",0,0,0,0,0,0,0,0
2009,"OR","Oregon",0,0,0,0,0,0,0,0
2009,"PA","Pennsylvania",0,0,0,0,0,-240.4,0,-240.4
2009,"RI","RhodeIsland",0,0,0,0,0,0,0,0
2009,"SC","SouthCarolina",0,-107.3,0,107.3,0,0,0,0
2009,"SD","SouthDakota",0,0,0,0,0,0,0,0
2009,"TN","Tennessee",0,0,0,0,0,0,0,0
2009,"TX","Texas",0,0,0,0,0,0,0,0
2009,"UT","Utah",0,0,0,0,0,0,23.3,23.3
2009,"VT","Vermont",0,0,0,0,0,0,7,7
2009,"VA","Virginia",-1.5,0,0,0,0,0,0,-1.5
2009,"WA","Washington",0,0,0,0,0,-1,0,-1
2009,"WV","WestVirginia",-25.9,-13.6,-20.6,0,0,-8.1,0,-68.2
2009,"WI","Wisconsin",0,-14.3,15,0,0,0,0,0.7
2009,"WY","Wyoming",0,0,0,0,0,0,0,0
2010,"AL","Alabama",0,0,0,0,0,0,0,0
2010,"AK","Alaska",0,0,0,0,0,0,-3.2,-11.2
2010,"AZ","Arizona",0,0,0,0,0,0,0,0
2010,"AR","Arkansas",-44.3,0,0,86.2,0,0,0,41.9
2010,"CA","California",4776,4744,4,0,38,0,1692,11254
2010,"CO","Colorado",0,0,0,0,0,-2.9,200,197.1
2010,"CT","Connecticut",0,0,0,0,0,0,137.2,137.2
2010,"DE","Delaware",0,30,0,16,3.5,111.4,3.5,164.4
2010,"FL","Florida",0,0,0,0,0,0,151.3,151.3
2010,"GA","Georgia",0,0,0,0,0,0,23,23
2010,"HI","Hawaii",0,0,0,0,0,0,0,0
2010,"ID","Idaho",0,0,0,0,0,6,16,39.6
2010,"IL","Illinois",94,2920,470,365,0,593,0,4442
2010,"IN","Indiana",0,0,0,0,0,0,0,0
2010,"IA","Iowa",0,0,28,0,0,0,0,28
2010,"KS","Kansas",0,4.4,0,0,0,19,0,23.4
2010,"KY","Kentucky",52,0,0,107,0,0,0,159
2010,"LA","Louisiana",0,0,0,0,0,-8,0,-8
2010,"ME","Maine",0,10,2.6,1.5,0,3.8,1.6,19.5
2010,"MD","Maryland",0,0,0,0,0,4.5,0,4.5
2010,"MA","Massachusettes",149.2,0,0,0,0,0,0,149.2
2010,"MI","Michigan",50.6,61.1,0,48.2,24.1,10,0,194
2010,"MN","Minnesota",-33.6,-39.9,-82.1,0,0,-5.8,14.6,-146.8
2010,"MS","Mississippi",0,0,0,79.8,0,0,0,79.8
2010,"MO","Missouri",0,0,0,0,0,0,0,0
2010,"MY","Montana",0,0,0,0,0,0,0,0
2010,"NE","Nebraska",0,0,0,0,0,0,0,0
2010,"NV","Nevada",0,0,0,0,0,0,0,0
2010,"NH","NewHampshire",0,0,0,35,0,28.1,0,63.1
2010,"NJ","NewJersey",0,788,80,26,22,4,0,940
2010,"NM","NewMexico",0,0,0,0,0,0,0,0
2010,"NY","NewYork",1463.4,250,0,26.7,78,0,2192.7,4010.8
2010,"NC","NorthCarolina",0,-10.4,-12,342.9,157.5,0,27.4,505.4
2010,"ND","NorthDakota",0,-50,0,0,0,0,0,-50
2010,"OH","Ohio",0,0,0,0,0,0,0,0
2010,"OK","Oklahoma",0,0,0,0,0,0,29.7,29.7
2010,"OR","Oregon",0,0,28,37,0,232,442,797
2010,"PA","Pennsylvania",0,0,0,60.8,0,-77.8,0,-17
2010,"RI","RhodeIsland",2.7,-5,-14.5,27.5,0,-0.6,7.6,17.7
2010,"SC","SouthCarolina",0,-102,0,102,0,1,4.6,5.6
2010,"SD","SouthDakota",0,0,0,0,0,0,0,0
2010,"TN","Tennessee",0,0,25,0,0,139.3,0,164.3
2010,"TX","Texas",0,0,0,0,0,0,0,0
2010,"UT","Utah",0,0,0,0,0,0,73.8,73.8
2010,"VT","Vermont",0,0,0,0,0,0,8.9,8.9
2010,"VA","Virginia",2,58.5,10,0,0,0.3,0,70.8
2010,"WA","Washington",0,0,0,0,0,0,0,0
2010,"WV","WestVirginia",0,0,0,0,0,0,0,0
2010,"WI","Wisconsin",0,175.6,0,127.4,0,15.2,0,318.2
2010,"WY","Wyoming",0,0,0,0,0,0,0,0
2011,"AL","Alabama",0,0,0,0,0,0,0,0
2011,"AK","Alaska",0,0,0,0,0,0,0,0
2011,"AZ","Arizona",918,0,0,0,0,0,17.3,935.3
2011,"AR","Arkansas",0,0,0,0,0,0,0,0
2011,"CA","California",-2844,0,0,0,0,0,0,-976
2011,"CO","Colorado",0,0,0,0,0,0,0,0
2011,"CT","Connecticut",0,0,0,0,0,0,0,0
2011,"DE","Delaware",0,0,0,0,0,0,0,0
2011,"FL","Florida",-42.5,0,-57.4,0,0,0,0,-99.9
2011,"GA","Georgia",130,0,0,0,0,0,96,226
2011,"HI","Hawaii",20.6,0,0,0,0,0,0,20.6
2011,"ID","Idaho",0,0,0,0,0,0,0,0
2011,"IL","Illinois",0,0,0,0,0,220,0,220
2011,"IN","Indiana",0,0,0,0,0,0,0,0
2011,"IA","Iowa",0,-8.8,52.5,0,0,0,-8.9,34.8
2011,"KS","Kansas",351.3,0,0,52,0,17.5,0,420.8
2011,"KY","Kentucky",0,0,0,0,0,0,0,0
2011,"LA","Louisiana",0,0,0,0,0,0,0,0
2011,"ME","Maine",-0.7,0,4.8,1.9,0,22.6,3,31.6
2011,"MD","Maryland",0,0,0,0,0,0,17,17
2011,"MA","Massachusettes",0,0,0,0,0,0,0,0
2011,"MI","Michigan",725.1,-3,-170.8,0,0,132.9,8.6,692.8
2011,"MN","Minnesota",0,-10,-10,0,0,26.9,0,6.9
2011,"MS","Mississippi",0,0,0,0,0,0,4.1,4.1
2011,"MO","Missouri",0,0,0,0,0,0,0,0
2011,"MY","Montana",0,0,0,0,0,0,0,0
2011,"NE","Nebraska",0,0,0,0,0,0,0,0
2011,"NV","Nevada",0,0,0,0,0,0,0,0
2011,"NH","NewHampshire",0,0,0,10,0,0,0,10
2011,"NJ","NewJersey",0,-957.9,-35,0,0,0.5,5,-987.4
2011,"NM","NewMexico",71.8,0,0,35.8,0,0,0,107.6
2011,"NY","NewYork",-5,30,0,210,0,1001,282.2,1518.2
2011,"NC","NorthCarolina",0,0,-15.8,0,0,0,0,-15.8
2011,"ND","NorthDakota",-4.6,-48.6,-5,0,0,-5.6,0,-63.8
2011,"OH","Ohio",0,0,-420,0,0,0,0,-420
2011,"OK","Oklahoma",0,0,0,0,0,0,0,0
2011,"OR","Oregon",0,0,0,0,0,0,0,0
2011,"PA","Pennsylvania",0.1,0,0.1,0,0,0.1,0,0.3
2011,"RI","RhodeIsland",0,-5.4,-14.3,0,0,0.1,0,-19.6
2011,"SC","SouthCarolina",0,0,0,0,0,0,0,0
2011,"SD","SouthDakota",0,0,0,0,0,0,0,0
2011,"TN","Tennessee",39.8,0,10,0,0,0,21.9,71.7
2011,"TX","Texas",0,0,0,0,0,0,0,0
2011,"UT","Utah",0,0,0,0,0,0,0,0
2011,"VT","Vermont",0,0,0,0,0,-9.7,2.5,-7.2
2011,"VA","Virginia",0,0,0,0,0,0,10,10
2011,"WA","Washington",164,0,0,88.8,0,498.8,182,933.6
2011,"WV","WestVirginia",0,-1,0,0,0,0,0,-1
2011,"WI","Wisconsin",21,251.4,-5,169.8,0,-1,0,436.2
2011,"WY","Wyoming",0,0,0,0,0,0,0,0
2012,"AL","Alabama",0,0,0,0,0,0,0,0
2012,"AK","Alaska",0,0,0,0,0,0,0,0
2012,"AZ","Arizona",0,0,0,0,0,0,0,0
2012,"AR","Arkansas",-15.5,0,0,0,0,0,0,-15.5
2012,"CA","California",4549,3595,1253,0,0,0,1382,10779
2012,"CO","Colorado",0,0,0,0,0,0,0,0
2012,"CT","Connecticut",464.3,877.8,36,54.3,9.2,409.9,21.3,1924.4
2012,"DE","Delaware",0,0,0,0,0,0,0,0
2012,"FL","Florida",0,0,-458.8,0,0,0,-235.7,-694.5
2012,"GA","Georgia",0,0,0,0,0,0,0,0
2012,"HI","Hawaii",0,50.2,21.3,0,0,23.4,0,94.9
2012,"ID","Idaho",0,0,0,0,0,0,0,0
2012,"IL","Illinois",0,0,0,0,0,0,0,0
2012,"IN","Indiana",0,0,0,0,0,0,0,0
2012,"IA","Iowa",0,-11.9,-136.2,0,0,190,0,41.9
2012,"KS","Kansas",0,0,0,0,0,0,0,0
2012,"KY","Kentucky",0,0,0,0,0,0,0,0
2012,"LA","Louisiana",0,0,0,0,0,0,0,0
2012,"ME","Maine",49.9,13.9,-25.1,0,0,19,0,57.7
2012,"MD","Maryland",17.8,0,0,0,84.8,1.9,0,104.5
2012,"MA","Massachusettes",0,0,0,0,0,0,0,0
2012,"MI","Michigan",0,804.4,-1075,0,0,0.1,13.5,-257
2012,"MN","Minnesota",15.4,1089.9,182.9,0,0,450.3,10.8,1749.3
2012,"MS","Mississippi",0,0,0,0,0,0,0,0
2012,"MO","Missouri",0,0,0,0,0,0,0,0
2012,"MY","Montana",0,0,3.9,0,0,-1.5,0,2.4
2012,"NE","Nebraska",0,-2,0,0,0,0,0,-2
2012,"NV","Nevada",0,0,0,0,0,0,0,0
2012,"NH","NewHampshire",0,0,0,0,0,0,0,0
2012,"NJ","NewJersey",-2.5,-23,-100.2,0,0,-73.5,0,-199.2
2012,"NM","NewMexico",0,0,0,0,0,0,0,0
2012,"NY","NewYork",0,0,0,0,0,0,0,0
2012,"NC","NorthCarolina",826.6,-65,-115,0,0,-2,0,644.6
2012,"ND","NorthDakota",0,-25,0,0,0,0,0,-25
2012,"OH","Ohio",0,-400,0,0,0,-17,0,-417
2012,"OK","Oklahoma",0,0,0,0,0,0,0,0
2012,"OR","Oregon",0,0,0,0,0,-78.4,27.9,-50.5
2012,"PA","Pennsylvania",0,0,0,0,0,-66.6,0,-66.6
2012,"RI","RhodeIsland",164.9,0,-5.8,0,0,-0.7,4.9,163.3
2012,"SC","SouthCarolina",0,0,0,0,0,0,0,0
2012,"SD","SouthDakota",0,0,0,0,0,0,0,0
2012,"TN","Tennessee",0,0,0,0,0,100.4,0,100.4
2012,"TX","Texas",0,0,-75,0,0,0,0,-75
2012,"UT","Utah",0,0,0,0,0,0,0,0
2012,"VT","Vermont",0,0,0,0,0,0,30.9,30.9
2012,"VA","Virginia",0,0,0,0,0,0,0,0
2012,"WA","Washington",0,0,0,0,0,0,0,0
2012,"WV","WestVirginia",-11,0,0,0,0,0,0,-11
2012,"WI","Wisconsin",0,-36.8,-43.2,0,0,0,0,-80
2012,"WY","Wyoming",0,0,0,0,0,0,0,0
